rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,left,right
1497639218933854341,,1,,1478884085,68073034,'',0.0,0.0
1497639219033955996,,2,,1478884085,168179035,'',0.0,0.0
1497639219134658621,,3,,1478884085,267210960,'',0.0,0.0
1497639219233530338,,4,,1478884085,367633104,'',0.0,0.0
1497639219334812084,,5,,1478884085,469044923,'',0.0,0.0
1497639219435501473,,6,,1478884085,569693088,'',0.0,0.0
1497639219535715853,,7,,1478884085,669239044,'',0.0,0.0
1497639219634025194,,8,,1478884085,768125057,'',0.0,0.0
1497639219733920771,,9,,1478884085,868254899,'',0.0,0.0
1497639219832857933,,10,,1478884085,967186927,'',0.0,0.0
1497639219933203150,,11,,1478884086,67291021,'',0.0,0.0
1497639220033436014,,12,,1478884086,167527914,'',0.0,0.0
1497639220134921050,,13,,1478884086,269045114,'',0.0,0.0
1497639220233553294,,14,,1478884086,367944955,'',0.0,0.0
1497639220333813007,,15,,1478884086,468070030,'',0.0,0.0
1497639220434048446,,16,,1478884086,568331003,'',0.0,0.0
1497639220535165900,,17,,1478884086,669359922,'',0.0,0.0
1497639220633032716,,18,,1478884086,767237901,'',0.0,0.0
1497639220733385180,,19,,1478884086,867527008,'',0.0,0.0
1497639220832305622,,20,,1478884086,966516971,'',0.0,0.0
1497639220935094724,,21,,1478884087,69278001,'',0.0,0.0
1497639221035259629,,22,,1478884087,169425964,'',0.0,0.0
1497639221134125811,,23,,1478884087,268306016,'',0.0,0.0
1497639221234253420,,24,,1478884087,368459939,'',0.0,0.0
1497639221333085472,,25,,1478884087,467328071,'',0.0,0.0
1497639221433225281,,26,,1478884087,567492961,'',0.0,0.0
1497639221533497874,,27,,1478884087,667740106,'',0.0,0.0
1497639221635035524,,28,,1478884087,769280910,'',0.0,0.0
1497639221734477656,,29,,1478884087,868618965,'',0.0,0.0
1497639221834707364,,30,,1478884087,968169927,'',0.0,0.0
1497639221933979371,,31,,1478884088,68336963,'',0.0,0.0
1497639222034298042,,32,,1478884088,168503999,'',0.0,0.0
1497639222133190280,,33,,1478884088,267398118,'',0.0,0.0
1497639222233515735,,34,,1478884088,367677927,'',0.0,0.0
1497639222333070827,,35,,1478884088,467245101,'',0.0,0.0
1497639222435217976,,36,,1478884088,569472074,'',0.0,0.0
1497639222534120311,,37,,1478884088,668349027,'',0.0,0.0
1497639222634241733,,38,,1478884088,768497943,'',0.0,0.0
1497639222734331516,,39,,1478884088,868638992,'',0.0,0.0
1497639222833572496,,40,,1478884088,967892885,'',0.0,0.0
1497639222934221982,,41,,1478884089,68358898,'',0.0,0.0
1497639223035149762,,42,,1478884089,169269084,'',0.0,0.0
1497639223132751530,,43,,1478884089,266933917,'',0.0,0.0
1497639223235208066,,44,,1478884089,368388891,'',0.0,0.0
1497639223334508813,,45,,1478884089,468483924,'',0.0,0.0
1497639223434691927,,46,,1478884089,568681955,'',0.0,0.0
1497639223534621425,,47,,1478884089,668790102,'',0.0,0.0
1497639223633433711,,48,,1478884089,767647027,'',0.0,0.0
1497639223732868234,,49,,1478884089,866749048,'',0.0,0.0
1497639223835599454,,50,,1478884089,966990947,'',0.0,0.0
1497639223935571708,,51,,1478884090,69730997,'',0.0,0.0
1497639224034425699,,52,,1478884090,168575048,'',0.0,0.0
1497639224135214452,,53,,1478884090,268764019,'',0.0,0.0
1497639224234637011,,54,,1478884090,368935108,'',0.09525,0.09525
1497639224333640312,,55,,1478884090,467736005,'',0.09525,0.09525
1497639224433667853,,56,,1478884090,567895889,'',0.09525,0.09525
1497639224535146549,,57,,1478884090,669390916,'',0.1905,0.1905
1497639224632869591,,58,,1478884090,767065048,'',0.28575,0.28575
1497639224734743754,,59,,1478884090,868650913,'',0.28575,0.28575
1497639224834693124,,60,,1478884090,968708992,'',0.28575,0.28575
1497639224933654393,,61,,1478884091,67661046,'',0.381,0.381
1497639225035017252,,62,,1478884091,169065952,'',0.381,0.381
1497639225135275463,,63,,1478884091,269283056,'',0.47625,0.47625
1497639225234171252,,64,,1478884091,368268966,'',0.47625,0.47625
1497639225334288273,,65,,1478884091,468312025,'',0.47625,0.5715
1497639225434380774,,66,,1478884091,568389892,'',0.5715,0.47625
1497639225533294372,,67,,1478884091,667434930,'',0.47625,0.5715
1497639225634831668,,68,,1478884091,769052982,'',0.5715,0.5715
1497639225733489269,,69,,1478884091,867815017,'',0.5715,0.5715
1497639225833852988,,70,,1478884091,967921972,'',0.66675,0.66675
1497639225934312424,,71,,1478884092,68120002,'',0.5715,0.5715
1497639226032860044,,72,,1478884092,167107105,'',0.66675,0.66675
1497639226134477052,,73,,1478884092,268620967,'',0.66675,0.66675
1497639226234660578,,74,,1478884092,368783950,'',0.66675,0.66675
1497639226333688296,,75,,1478884092,467751979,'',0.66675,0.66675
1497639226433659549,,76,,1478884092,567781925,'',0.66675,0.762
1497639226533891863,,77,,1478884092,668040990,'',0.762,0.66675
1497639226634100649,,78,,1478884092,768193960,'',0.66675,0.66675
1497639226733083148,,79,,1478884092,867063045,'',0.66675,0.762
1497639226832885256,,80,,1478884092,967200040,'',0.762,0.762
1497639226934674655,,81,,1478884093,68753957,'',0.66675,0.66675
1497639227034583781,,82,,1478884093,168878078,'',0.47625,0.47625
1497639227134765437,,83,,1478884093,269046068,'',0.381,0.47625
1497639227233930798,,84,,1478884093,368089914,'',0.381,0.28575
1497639227334357046,,85,,1478884093,468276023,'',0.1905,0.1905
1497639227434488924,,86,,1478884093,568468093,'',0.1905,0.1905
1497639227533284925,,87,,1478884093,667469978,'',0.09525,0.09525
1497639227633316076,,88,,1478884093,767642021,'',0.0,0.0
1497639227734952423,,89,,1478884093,869178056,'',0.0,0.0
1497639227833779465,,90,,1478884093,968079090,'',0.09525,0.09525
1497639227934042089,,91,,1478884094,68301916,'',0.0,0.0
1497639228034302788,,92,,1478884094,168498039,'',0.0,0.0
1497639228133256418,,93,,1478884094,267447948,'',0.0,0.0
1497639228233561371,,94,,1478884094,367583990,'',0.0,0.0
1497639228333676627,,95,,1478884094,467684030,'',0.0,0.0
1497639228434987700,,96,,1478884094,569200992,'',0.0,0.0
1497639228535080616,,97,,1478884094,669332981,'',0.0,0.0
1497639228635477943,,98,,1478884094,769552946,'',0.0,0.0
1497639228734270998,,99,,1478884094,868494987,'',0.0,0.0
1497639228834392374,,100,,1478884094,968709945,'',0.0,0.0
1497639228933639601,,101,,1478884095,67648887,'',0.0,0.0
1497639229033779669,,102,,1478884095,167812108,'',0.0,0.0
1497639229134103535,,103,,1478884095,267991065,'',0.0,0.0
1497639229232860510,,104,,1478884095,366931915,'',0.0,0.0
1497639229334475769,,105,,1478884095,468410968,'',0.0,0.0
1497639229434459022,,106,,1478884095,568583011,'',0.0,0.0
1497639229533301488,,107,,1478884095,667536020,'',0.0,0.0
1497639229635118084,,108,,1478884095,769032955,'',0.0,0.0
1497639229735092464,,109,,1478884095,869252920,'',0.0,0.0
1497639229834257452,,110,,1478884095,968100070,'',0.0,0.0
1497639229934557834,,111,,1478884096,68419933,'',0.0,0.0
1497639230034541720,,112,,1478884096,168634891,'',0.0,0.0
1497639230133364791,,113,,1478884096,267525911,'',0.0,0.0
1497639230233640584,,114,,1478884096,367693901,'',0.0,0.0
1497639230334922353,,115,,1478884096,469139099,'',0.0,0.0
1497639230433875750,,116,,1478884096,568088054,'',0.0,0.0
1497639230533999240,,117,,1478884096,668181896,'',0.0,0.0
1497639230635240894,,118,,1478884096,768395900,'',0.0,0.0
1497639230733154947,,119,,1478884096,867394924,'',0.0,0.0
1497639230833384688,,120,,1478884096,967614889,'',0.0,0.0
1497639230935672991,,121,,1478884097,67958116,'',0.0,0.0
1497639231033983108,,122,,1478884097,167911052,'',0.0,0.0
1497639231135493370,,123,,1478884097,269553899,'',0.0,0.0
1497639231236183083,,124,,1478884097,369585037,'',0.0,0.0
1497639231334769653,,125,,1478884097,469002962,'',0.0,0.0
1497639231434284773,,126,,1478884097,568494081,'',0.0,0.0
1497639231534569684,,127,,1478884097,668781995,'',0.0,0.0
1497639231633731835,,128,,1478884097,767739057,'',0.0,0.0
1497639231733797055,,129,,1478884097,867871046,'',0.0,0.0
1497639231833951810,,130,,1478884097,968092918,'',0.0,0.0
1497639231934444212,,131,,1478884098,68432092,'',0.0,0.0
1497639232034838737,,132,,1478884098,168526887,'',0.0,0.0
1497639232133325822,,133,,1478884098,267528057,'',0.0,0.0
