Time      x1      y1      z1	x2	y2	z2	x3	y3	z3	x4	y4	z4
11.529	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
11.597	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
11.686	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
11.74	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
11.801	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
11.863	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
11.967	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
12.029	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
12.261	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
12.321	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
12.384	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
12.447	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
12.533	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
12.595	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
13.677	6.89851e-310	6.89851e-310	2.122e-314	3.135e-317	1.5316e-322	6.89851e-310	0	0	0
13.913	-1.76266	0.868057	0.148415	-1.77085	1.14977	0.145552	-2.17186	1.14665	0.153472
14.152	-1.76267	0.868032	0.148414	-1.77091	1.14973	0.145612	-2.17197	1.14662	0.153762
14.38	-1.76262	0.868009	0.148379	-1.77088	1.14985	0.145705	-2.17158	1.14651	0.153044
14.664	-1.76263	0.86805	0.148375	-1.77086	1.1498	0.145613	-2.17185	1.1468	0.153752
14.898	-1.76266	0.868048	0.148394	-1.77084	1.14979	0.145568	-2.17189	1.1467	0.153472
