Time      x1      y1      z1	x2	y2	z2	x3	y3	z3	x4	y4	z4
11.235	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.293	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.329	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.404	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.459	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.484	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.546	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.582	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.645	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.84	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.895	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.919	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.96	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
11.978	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
12	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
13.006	6.92735e-310	6.92735e-310	2.122e-314	3.135e-317	1.5316e-322	6.92735e-310	0	0	0
13.249	-1.81817	0.845626	0.148255	-1.81926	1.12789	0.146008	-2.22009	1.13425	0.15068
13.528	-1.8182	0.845639	0.148278	-1.81918	1.12789	0.145841	-2.2201	1.1342	0.150605
13.771	-1.81817	0.845692	0.148253	-1.81929	1.12791	0.146062	-2.22041	1.13441	0.151066
14.002	-1.81818	0.845706	0.148282	-1.81935	1.12789	0.146165	-2.22059	1.13373	0.150274
14.268	-1.81819	0.845699	0.148252	-1.81907	1.12796	0.145795	-2.22011	1.13426	0.150679
14.536	-1.81821	0.845745	0.148239	-1.81906	1.12795	0.145757	-2.22009	1.13421	0.150635
14.819	-1.8182	0.845707	0.148186	-1.81925	1.12791	0.146024	-2.21989	1.13439	0.150735
15.12	-1.81823	0.845702	0.148146	-1.81931	1.12789	0.146068	-2.22018	1.13402	0.150554
15.366	-1.81826	0.845739	0.148122	-1.81909	1.12795	0.145793	-2.22021	1.13419	0.150787
15.632	-1.81819	0.845772	0.148008	-1.81933	1.12786	0.146093	-2.22064	1.13353	0.150206
15.842	-1.81813	0.846315	0.148328	-1.81926	1.12788	0.145978	-2.22017	1.13402	0.150549
16.157	-1.8183	0.846525	0.148613	-1.81916	1.1279	0.145847	-2.22067	1.13351	0.150178
16.427	-1.8183	0.846428	0.148534	-1.81911	1.12794	0.145893	-2.22025	1.13405	0.150656
16.701	-1.81827	0.846409	0.148446	-1.8193	1.1279	0.146158	-2.21991	1.13442	0.150991
16.927	-1.81828	0.846397	0.14839	-1.81929	1.12784	0.145972	-2.21988	1.13451	0.15092
17.185	-1.8183	0.846375	0.148416	-1.8191	1.12797	0.145873	-2.22047	1.13363	0.150273
17.466	-1.81829	0.846347	0.148376	-1.81908	1.12799	0.145831	-2.21994	1.13442	0.150863
17.71	-1.81826	0.846342	0.148316	-1.81933	1.12786	0.146062	-2.21992	1.13443	0.15095
17.956	-1.81828	0.846326	0.148296	-1.81916	1.12805	0.146064	-2.22056	1.13361	0.150209
18.171	-1.81833	0.846294	0.148343	-1.81913	1.12809	0.146038	-2.21997	1.13443	0.150942
18.389	-1.81831	0.846289	0.148318	-1.81941	1.12798	0.146247	-2.22058	1.13364	0.150343
18.674	-1.81826	0.846223	0.148231	-1.81927	1.12793	0.146124	-2.22059	1.13359	0.150369
18.842	-1.81835	0.846249	0.148301	-1.81924	1.12805	0.146068	-2.22057	1.13354	0.150148
19.141	-1.81831	0.846202	0.148232	-1.81941	1.12825	0.146466	-2.22061	1.13359	0.150325
19.342	-1.81828	0.846195	0.148217	-1.81959	1.12801	0.146484	-2.22001	1.13441	0.151031
19.607	-1.81831	0.846186	0.148231	-1.81953	1.12807	0.146466	-2.21997	1.13437	0.150901
19.855	-1.81831	0.846157	0.14821	-1.81938	1.1282	0.146363	-2.21998	1.13438	0.150962
20.115	-1.81826	0.846152	0.14814	-1.81955	1.12803	0.146505	-2.22066	1.13351	0.150335
20.35	-1.81825	0.84611	0.148104	-1.81953	1.12803	0.146477	-2.21991	1.1344	0.151057
20.657	-1.81828	0.846077	0.148116	-1.81937	1.12816	0.146347	-2.21999	1.13434	0.15095
20.907	-1.81827	0.846069	0.148101	-1.81946	1.12808	0.14639	-2.22	1.13431	0.150961
21.179	-1.81823	0.846069	0.148092	-1.8195	1.12801	0.146427	-2.22001	1.1343	0.150905
21.434	-1.81828	0.846035	0.148101	-1.81939	1.12816	0.146361	-2.22048	1.13374	0.150456
21.623	-1.81826	0.846007	0.148125	-1.81938	1.12816	0.146373	-2.22004	1.13434	0.150961
21.872	-1.81825	0.846022	0.14808	-1.8195	1.128	0.14644	-2.22001	1.13438	0.151045
22.187	-1.81816	0.845923	0.147962	-1.81949	1.12802	0.146415	-2.21998	1.13429	0.150931
22.455	-1.81823	0.846002	0.148103	-1.81947	1.12808	0.14636	-2.22001	1.1344	0.151067
22.757	-1.81824	0.846001	0.148143	-1.81938	1.12815	0.146355	-2.22006	1.13415	0.150871
23.026	-1.81815	0.845896	0.148022	-1.81956	1.12794	0.146437	-2.22056	1.13373	0.15058
23.314	-1.81818	0.845864	0.14803	-1.81949	1.12801	0.146358	-2.22001	1.13438	0.151035
