Time      x1      y1      z1	x2	y2	z2	x3	y3	z3	x4	y4	z4
8.719	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
8.769	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
8.806	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
8.828	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
8.855	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
8.901	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
9.084	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
9.107	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
9.13	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
9.159	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
9.213	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
9.236	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
10.227	6.94034e-310	6.94034e-310	2.122e-314	3.135e-317	1.5316e-322	6.94034e-310	0	0	0
10.337	-1.71469	0.463361	0.146658	-1.72282	0.745151	0.143536	-2.12285	0.742586	0.151207
10.457	-1.7147	0.463323	0.146636	-1.72285	0.745129	0.143661	-2.1228	0.74266	0.151194
10.57	-1.71467	0.463316	0.146598	-1.72282	0.745131	0.143519	-2.12279	0.742525	0.151136
10.734	-1.7147	0.463317	0.146624	-1.72285	0.745162	0.143674	-2.1228	0.742487	0.151142
10.88	-1.71472	0.463305	0.146662	-1.72286	0.745148	0.143621	-2.12276	0.742532	0.151163
11.061	-1.71471	0.463302	0.146618	-1.72286	0.745146	0.143685	-2.12274	0.742583	0.151137
11.277	-1.71468	0.463287	0.146631	-1.72285	0.745165	0.143649	-2.1228	0.742557	0.151203
11.509	-1.71468	0.463291	0.146642	-1.72285	0.745153	0.143564	-2.12278	0.742605	0.151242
11.713	-1.71468	0.463272	0.146675	-1.72284	0.74515	0.143682	-2.12275	0.742669	0.151249
11.95	-1.71465	0.463266	0.146633	-1.72283	0.745161	0.14367	-2.12275	0.742633	0.15125
12.117	-1.71466	0.463259	0.146628	-1.72281	0.745156	0.143538	-2.12276	0.742546	0.151213
12.26	-1.71466	0.463271	0.14665	-1.72287	0.745159	0.143724	-2.12275	0.742632	0.151268
12.371	-1.71466	0.46326	0.146694	-1.72287	0.745163	0.143693	-2.12275	0.742628	0.151242
12.481	-1.71465	0.463274	0.146669	-1.72288	0.74511	0.143602	-2.12277	0.742589	0.151279
12.598	-1.71464	0.463278	0.146679	-1.72283	0.745197	0.143692	-2.12276	0.742633	0.151304
12.731	-1.71465	0.463276	0.146664	-1.72285	0.745183	0.143721	-2.12273	0.742669	0.151314
12.84	-1.71465	0.463284	0.146649	-1.72286	0.745126	0.143599	-2.12271	0.742697	0.151313
12.96	-1.71459	0.463291	0.146504	-1.72285	0.745209	0.143694	-2.12276	0.742644	0.151333
13.07	-1.71467	0.463298	0.14667	-1.72282	0.745114	0.143555	-2.12273	0.742693	0.151354
13.179	-1.71482	0.463296	0.146839	-1.72285	0.745143	0.143646	-2.12271	0.742715	0.151306
13.45	-1.71466	0.463299	0.14663	-1.72282	0.745177	0.143652	-2.12275	0.742678	0.151316
13.584	-1.71466	0.463316	0.146642	-1.72285	0.745176	0.143661	-2.12275	0.742612	0.151306
13.766	-1.7146	0.463233	0.146475	-1.72287	0.745102	0.143582	-2.12275	0.742681	0.151343
13.956	-1.71469	0.46332	0.146636	-1.72287	0.745114	0.14357	-2.12274	0.742716	0.151329
14.118	-1.7147	0.463347	0.146665	-1.72285	0.745119	0.143564	-2.12277	0.742667	0.151336
14.31	-1.7147	0.463371	0.146633	-1.72285	0.745165	0.143605	-2.12278	0.742701	0.151372
14.499	-1.7147	0.463376	0.146668	-1.72281	0.74509	0.143513	-2.12274	0.742685	0.151318
14.668	-1.71471	0.463396	0.146649	-1.72286	0.74517	0.143703	-2.12275	0.742672	0.151329
14.795	-1.71472	0.463395	0.146642	-1.72283	0.745142	0.143602	-2.12281	0.74264	0.151332
14.918	-1.71473	0.463409	0.146674	-1.72285	0.745149	0.143677	-2.12279	0.742674	0.151313
