Time      x1      y1      z1	x2	y2	z2	x3	y3	z3	x4	y4	z4
13.109	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.196	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.233	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.266	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.302	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.338	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.385	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.567	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.63	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.692	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.754	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.807	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
13.869	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
14.842	6.90156e-310	6.90156e-310	2.122e-314	3.135e-317	1.5316e-322	6.90156e-310	0	0	0
14.987	-1.75472	0.896841	0.149029	-1.75967	1.17904	0.145999	-2.15978	1.17954	0.153408
15.133	-1.75465	0.896828	0.148984	-1.75964	1.17903	0.145963	-2.15972	1.17957	0.153389
15.314	-1.75461	0.896811	0.148887	-1.75948	1.17913	0.145826	-2.15972	1.17955	0.153286
15.547	-1.75468	0.896841	0.148993	-1.75953	1.17911	0.145804	-2.15971	1.17956	0.153328
15.757	-1.75463	0.896825	0.148899	-1.75961	1.1791	0.145964	-2.15975	1.17952	0.153383
15.981	-1.75455	0.896733	0.148733	-1.7595	1.17916	0.145843	-2.15971	1.17949	0.153298
16.24	-1.75454	0.896825	0.148788	-1.75948	1.17921	0.145817	-2.15968	1.17955	0.153302
16.474	-1.75456	0.896765	0.148748	-1.75944	1.17934	0.145957	-2.15974	1.17953	0.153351
16.684	-1.75461	0.896821	0.148957	-1.7595	1.17904	0.145721	-2.15992	1.17929	0.153197
16.999	-1.75448	0.896827	0.148744	-1.75941	1.17899	0.145567	-2.1597	1.17949	0.153215
17.214	-1.75463	0.896858	0.148942	-1.7597	1.17851	0.145399	-2.15972	1.17946	0.153284
17.514	-1.75458	0.896869	0.148902	-1.75977	1.17852	0.14549	-2.15974	1.17947	0.153299
17.74	-1.75456	0.896857	0.148891	-1.75971	1.17852	0.145428	-2.1597	1.17944	0.153238
17.945	-1.75448	0.896886	0.148727	-1.75965	1.17854	0.14535	-2.16004	1.17979	0.153542
18.129	-1.75455	0.896893	0.148859	-1.7597	1.17853	0.145426	-2.16041	1.17976	0.154057
18.402	-1.75456	0.896887	0.148865	-1.75975	1.17851	0.145498	-2.1603	1.17967	0.154079
18.615	-1.75453	0.896891	0.148856	-1.75963	1.17857	0.145348	-2.16045	1.17977	0.154045
18.805	-1.75448	0.896881	0.148778	-1.75963	1.17856	0.14537	-2.16049	1.17977	0.154054
18.996	-1.75459	0.896886	0.148928	-1.7597	1.17855	0.145445	-2.16043	1.17985	0.154238
19.209	-1.75454	0.896886	0.148871	-1.75944	1.17898	0.145608	-2.16018	1.17952	0.153703
