Time      x1      y1      z1	x2	y2	z2	x3	y3	z3	x4	y4	z4
12.199	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
12.267	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
12.297	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
12.342	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
12.365	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
12.386	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
12.624	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
12.688	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
12.739	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
12.785	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
12.853	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
12.891	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
14.002	6.93509e-310	6.93509e-310	2.122e-314	3.135e-317	1.5316e-322	6.93509e-310	0	0	0
14.235	-1.82409	0.696411	0.147873	-1.82732	0.978496	0.145461	-2.22748	0.982442	0.152048
14.453	-1.82407	0.696423	0.14788	-1.82702	0.97837	0.145063	-2.22748	0.982443	0.152047
14.659	-1.82412	0.696455	0.147916	-1.82709	0.978402	0.145118	-2.22735	0.982637	0.151902
14.902	-1.82413	0.696407	0.14788	-1.82705	0.978367	0.145104	-2.22742	0.982409	0.152183
15.108	-1.82409	0.696393	0.147855	-1.82715	0.978288	0.145323	-2.22743	0.982492	0.152075
