rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,rssi,channels
1497040603392244125,,39988,,1478846417,213448345,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603413601068,,39989,,1478846417,234151007,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603434553417,,39990,,1478846417,255021533,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603453267908,,39991,,1478846417,274064981,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603465194841,,39992,,1478846417,285683392,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603485668535,,39993,,1478846417,306422096,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603505781729,,39994,,1478846417,326696999,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603526698412,,39995,,1478846417,347543358,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603546862225,,39996,,1478846417,368049042,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603567497742,,39997,,1478846417,388287174,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603588163274,,39998,,1478846417,408757493,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603608938915,,39999,,1478846417,429363072,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603629471809,,40000,,1478846417,450079328,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603650092727,,40001,,1478846417,470590220,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603670719983,,40002,,1478846417,491058403,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603691836334,,40003,,1478846417,512326689,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603711745861,,40004,,1478846417,532399092,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603732229115,,40005,,1478846417,552851026,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603752630801,,40006,,1478846417,573322543,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603763292909,,40007,,1478846417,584136581,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603783885695,,40008,,1478846417,604446953,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603804633784,,40009,,1478846417,625199719,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603825263561,,40010,,1478846417,645758684,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603845731697,,40011,,1478846417,666382283,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603866547118,,40012,,1478846417,686832498,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603886734702,,40013,,1478846417,707361046,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603907426566,,40014,,1478846417,727916990,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603928013888,,40015,,1478846417,748658715,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603948617871,,40016,,1478846417,769073096,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603968917910,,40017,,1478846417,789527426,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040603989521047,,40018,,1478846417,810196286,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604010255935,,40019,,1478846417,830865719,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604030664780,,40020,,1478846417,851337132,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604051429755,,40021,,1478846417,872038961,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604072356200,,40022,,1478846417,892854018,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604092322303,,40023,,1478846417,913347827,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604103016350,,40024,,1478846417,924053063,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604133304032,,40025,,1478846417,953943830,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604144282775,,40026,,1478846417,965238336,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604164065391,,40027,,1478846417,984883501,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604185270766,,40028,,1478846418,5899027,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604205480780,,40029,,1478846418,26144763,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604226493996,,40030,,1478846418,47023571,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604246715954,,40031,,1478846418,67258109,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604267284750,,40032,,1478846418,87658532,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604287753147,,40033,,1478846418,108323278,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604308424775,,40034,,1478846418,129113023,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604329228391,,40035,,1478846418,149757977,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604349760099,,40036,,1478846418,170282463,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604369970312,,40037,,1478846418,190648876,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604390662286,,40038,,1478846418,211191538,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1497040604411126037,,40039,,1478846418,231831544,'',0,"[1590, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
