rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,rssi,channels
1495662695896216963,,184354,,1478797151,619483146,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662695916031319,,184355,,1478797151,639631382,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662695936598367,,184356,,1478797151,660241284,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662695958005494,,184357,,1478797151,681478893,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662695977930069,,184358,,1478797151,701248901,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696000827764,,184359,,1478797151,724266975,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696020023296,,184360,,1478797151,742677611,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696039009976,,184361,,1478797151,762845795,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696060014085,,184362,,1478797151,783476426,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696080651989,,184363,,1478797151,804068516,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696101899247,,184364,,1478797151,825534510,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696112339385,,184365,,1478797151,835932403,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696132848826,,184366,,1478797151,856397358,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696153313001,,184367,,1478797151,876897729,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696174160296,,184368,,1478797151,898020598,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696194597957,,184369,,1478797151,918058574,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696215434963,,184370,,1478797151,938987694,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696235603873,,184371,,1478797151,959085202,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696256171197,,184372,,1478797151,979578906,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696276712760,,184373,,1478797152,197818,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696297594257,,184374,,1478797152,21075949,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696317559262,,184375,,1478797152,41415852,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696338123043,,184376,,1478797152,61936223,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696359574389,,184377,,1478797152,82907113,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696379450597,,184378,,1478797152,102950454,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696400476840,,184379,,1478797152,123860355,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696420998717,,184380,,1478797152,144571872,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696441335025,,184381,,1478797152,164720316,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696462287742,,184382,,1478797152,185350010,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696472780191,,184383,,1478797152,196314152,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696493600109,,184384,,1478797152,216786607,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696514462688,,184385,,1478797152,237288228,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696534285257,,184386,,1478797152,257811828,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696560562287,,184387,,1478797152,277987720,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696574961444,,184388,,1478797152,298556581,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696595420890,,184389,,1478797152,318847786,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696615858484,,184390,,1478797152,339471281,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696636709311,,184391,,1478797152,360100975,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696657316506,,184392,,1478797152,380682544,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696677683543,,184393,,1478797152,401177394,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696698211649,,184394,,1478797152,421741619,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696718782305,,184395,,1478797152,442320323,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696739295870,,184396,,1478797152,462881110,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696760216211,,184397,,1478797152,483630543,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696782243867,,184398,,1478797152,505746692,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696802888497,,184399,,1478797152,526401438,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696824431121,,184400,,1478797152,547604567,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696833717871,,184401,,1478797152,557223348,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696853536030,,184402,,1478797152,577078252,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696874765034,,184403,,1478797152,598297788,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696894619031,,184404,,1478797152,618160556,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696915157637,,184405,,1478797152,638733739,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696935666245,,184406,,1478797152,659130100,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696956399369,,184407,,1478797152,679909585,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696977226596,,184408,,1478797152,700568549,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662696997691642,,184409,,1478797152,720999025,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662697017808002,,184410,,1478797152,741399917,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662697038412817,,184411,,1478797152,761868673,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662697058660656,,184412,,1478797152,782528523,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662697079497477,,184413,,1478797152,802984363,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662697101241428,,184414,,1478797152,824818221,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662697120403911,,184415,,1478797152,843963282,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1495662697140995239,,184416,,1478797152,864544434,'',0,"[1500, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
