rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,rssi,channels
1496342679104547958,,75255,,1478822084,745879469,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679125211334,,75256,,1478822084,766584527,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679145424327,,75257,,1478822084,786498858,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679168418075,,75258,,1478822084,809471776,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679187338063,,75259,,1478822084,828688868,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679206903832,,75260,,1478822084,848877365,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679217812515,,75261,,1478822084,859595987,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679238370337,,75262,,1478822084,879952921,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679258511060,,75263,,1478822084,900110324,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679279899988,,75264,,1478822084,921393922,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679299664670,,75265,,1478822084,941444606,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679320929776,,75266,,1478822084,962523257,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679341987701,,75267,,1478822084,983377117,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679361502938,,75268,,1478822085,2783532,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679381904308,,75269,,1478822085,23793590,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679406909585,,75270,,1478822085,48376816,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679423627660,,75271,,1478822085,64821571,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679444824749,,75272,,1478822085,86081576,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679465893376,,75273,,1478822085,107780017,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679485743577,,75274,,1478822085,126951329,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679506253857,,75275,,1478822085,147676803,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679526449369,,75276,,1478822085,168095872,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679547053152,,75277,,1478822085,188468014,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679557758883,,75278,,1478822085,199544604,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679578506484,,75279,,1478822085,219844038,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679598712824,,75280,,1478822085,240441024,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679619913121,,75281,,1478822085,260815405,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679640316315,,75282,,1478822085,281714629,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679660580993,,75283,,1478822085,301799168,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
1496342679681341929,,75284,,1478822085,322717767,'',0,"[1580, 1500, 1500, 1500, 1500, 1500, 1500, 1500]"
